wake,estimatedSleep,coffee,actualSleep
21600,7,3,28326
20700,6.5,2,25667
24300,5.5,1,21142
71100,9.25,3,36099
81900,5.75,10,30002
29700,7.25,1,27444
30600,7.5,3,29836
27900,8,10,37299
27900,6.75,6,30137
20700,9.75,10,44013
31500,7.25,1,27403
18900,7.5,1,28292
35100,8.5,9,38203
23400,7.75,9,35683
24300,6.75,1,25641
29700,7,3,28390
28800,9,1,33671
26100,6.25,1,23868
25200,9,10,41130
9900,8,5,33442
19800,7,1,26446
26100,7.25,6,31410
25200,9.5,1,35507
25200,7.25,7,32757
34200,9.75,6,40369
33300,8.25,1,30965
31500,7.25,6,31579
20700,6,3,24497
20700,6,1,22941
25200,8,1,30142
27000,6,8,28531
77400,10,3,39097
29700,6.5,1,24627
28800,9.5,7,40159
32400,7.5,8,34010
32400,7.25,2,28314
18000,7.25,10,35560
28800,6.25,3,25311
22500,5.5,3,22622
33300,8.25,10,38722
18000,6.5,1,24709
7200,5.5,2,21964
33300,5.5,5,24560
32400,9.5,8,41377
33300,6.5,1,24779
22500,6,2,23862
24300,9.5,1,35564
29700,8.25,9,37291
22500,6.75,1,25677
24300,9.75,1,36488
65700,8,1,30096
35100,6.25,1,23846
22500,5.5,4,23667
25200,6.75,7,31034
33300,8.75,1,32800
18900,8.75,7,37899
18000,9,7,38973
20700,7.5,1,28380
23400,10,3,39193
26100,9.25,4,36921
33300,10,8,42655
27900,6.25,2,24626
21600,5.5,2,21877
25200,8.5,8,38138
32400,5.25,3,21711
78300,7.25,9,34582
31500,9.5,2,36241
30600,5.75,1,22041
85500,9.5,1,35593
21600,9.75,10,43248
27000,9.25,1,34628
20700,9.75,7,41358
32400,6,2,23724
28800,9,3,35431
18000,6.25,1,23823
29700,8.75,6,36877
33300,6.5,3,26532
53100,9.75,4,38936
9900,5.25,1,20165
33300,9.5,6,39547
18900,5.75,2,22939
23400,5.5,2,21787
82800,9.75,1,36447
33300,9,9,39830
31500,6.5,3,26370
22500,8.5,6,36365
20700,8.25,1,30941
30600,6.75,1,25576
21600,9.5,1,35430
62100,8.25,2,31723
19800,8.75,1,32786
31500,9.5,1,35486
31500,9,1,33699
23400,7,2,27265
24300,5.25,6,24069
21600,7.5,1,28299
32400,5.75,2,22854
22500,8.5,1,31844
18000,6.25,10,31321
34200,6.25,10,30627
27000,7,1,26524
32400,8.5,3,33661
21600,5,1,19286
27000,6.25,1,23855
18900,7,2,27315
26100,5,1,19284
23400,9.5,10,42695
28800,5.75,1,22017
31500,6.75,3,27324
33300,5,2,20048
23400,6.75,1,25658
33300,7.75,3,30769
33300,8.25,1,31078
33300,7,3,28059
9000,5,10,26407
21600,6.75,2,26487
78300,6.75,3,27249
19800,9.5,3,37265
30600,8,1,30137
23400,6.5,9,31828
27000,8.5,1,31915
23400,5,3,21189
47700,6,1,22908
25200,9.25,2,35466
24300,6,1,22964
28800,5.75,9,28931
26100,6.75,3,27229
64800,6.25,5,27496
35100,7.75,1,29228
20700,9.75,1,36435
20700,9,1,33734
30600,7.25,4,30191
75600,7,1,26539
35100,7.25,4,29798
18900,8,7,35510
32400,5.5,7,26430
67500,6.5,1,24785
73800,7.5,1,28364
23400,9.5,1,35484
23400,6.5,9,31553
34200,9,8,39872
24300,10,6,41165
33300,5,10,26950
23400,6.75,8,31698
24300,5.5,8,27355
30600,5.75,1,22063
35100,7.25,1,27318
34200,7.75,1,29256
53100,8.25,3,32788
30600,9,2,34430
18000,7.75,1,29245
22500,8.75,1,32824
35100,9,6,38076
31500,8,8,35759
24300,5,1,19278
26100,8.75,6,36589
24300,6.5,1,24767
28800,7.5,1,28366
34200,8.25,2,31891
35100,6.25,10,31613
28800,8.5,3,33741
18000,6.5,1,24712
32400,6,8,29275
84600,9.25,1,34615
28800,7.25,2,28388
31500,7.5,7,33674
62100,9.25,3,36349
27900,7.75,1,29182
21600,8,2,30847
27900,9.25,3,36322
30600,8.75,1,32771
22500,9.5,1,35546
60300,9.25,8,40756
24300,6,1,22911
28800,9.5,2,36234
34200,7.5,2,29188
25200,7.5,10,35648
18000,7,3,28093
27000,7.5,6,32738
21600,7.75,4,31672
26100,7,2,27316
28800,7,2,27271
9000,6.5,1,24661
29700,9.25,1,34533
32400,9,5,37086
18000,6.25,10,30820
23400,8.25,6,35444
24300,6,1,22884
26100,8.5,1,31891
27000,8,7,35003
31500,8.75,6,36604
31500,5.25,2,20901
18900,9,2,34522
31500,5.75,2,22861
18900,7.75,1,29154
35100,6.75,4,27963
20700,9,1,33702
21600,8.5,1,31904
7200,8.25,1,31040
53100,8.75,3,34454
25200,5.25,4,22594
25200,7.25,1,27482
27900,6.25,7,29152
30600,10,3,39188
20700,7.75,3,30736
21600,10,7,42189
28800,7.5,8,34682
25200,8,5,33164
31500,7,10,33597
25200,8.75,3,34617
26100,8.25,2,31826
17100,6,1,22841
22500,8,8,35966
18000,9.75,9,43050
18900,5.25,1,20212
23400,8.5,1,31826
20700,8,2,31051
18900,7.5,2,29235
18000,8,1,30105
35100,6.5,2,25488
26100,5.25,1,20175
23400,8.75,9,39185
22500,7.5,10,35828
81000,8.5,1,31835
33300,7.5,1,28219
35100,7,10,34020
20700,7.5,2,29043
31500,7,5,29722
18000,8.5,2,32710
32400,7,1,26535
22500,10,1,37375
72900,6.5,5,28102
34200,6.5,4,27057
30600,8,2,30921
25200,6.75,1,25682
27000,7.25,1,27408
18000,8.5,3,33447
63000,6.5,2,25414
27900,7,8,31935
20700,7,9,33712
30600,6.75,1,25574
23400,6.75,10,32792
34200,5.5,4,23836
35100,5.25,4,22692
20700,5.25,1,20265
30600,8.75,3,34491
26100,9.25,3,36465
21600,9.75,7,41159
18900,10,4,39657
32400,5.75,1,22061
25200,9,1,33635
27000,8.5,4,34481
81900,6.25,1,23788
29700,6.75,1,25620
31500,7.25,6,31171
14400,9,5,36880
20700,6.25,1,23852
28800,10,6,41488
27900,6.75,1,25640
85500,6.5,2,25514
29700,7.25,1,27441
27900,8.25,5,34587
32400,5,9,25583
25200,8.25,1,31018
35100,5.5,7,26372
28800,6.25,1,23835
35100,6,2,23829
27000,9.5,1,35510
18900,8,1,30134
27900,7.25,7,31987
22500,8.75,4,35555
12600,9,5,36772
25200,7,3,28265
27900,5.5,1,21060
25200,5.5,1,21098
31500,10,10,44960
27000,5.5,3,22698
28800,5.25,1,20216
33300,10,4,39594
35100,8.75,5,36443
28800,6,6,26845
43200,9.5,5,38832
30600,9.75,2,37123
23400,10,4,39512
33300,5.5,1,21071
27900,8,3,31571
18000,5.75,1,22096
25200,6.25,2,24525
28800,5,5,22344
34200,5.75,1,21985
22500,7,1,26448
18000,6.25,1,23854
20700,9.25,1,34679
19800,6.5,1,24785
27900,6.75,1,25612
25200,5.5,1,21022
32400,9.25,1,34655
24300,9,4,36137
18900,5,5,22365
67500,7,3,28260
23400,9.75,5,39649
25200,8.5,4,34299
18000,6.5,1,24738
18000,5,1,19382
64800,5,1,19275
31500,7.5,3,29862
19800,7.5,3,29838
23400,9.75,9,43532
31500,5.5,3,22564
50400,10,1,37235
18000,6.25,7,28791
34200,6.75,4,28177
18000,10,1,37295
18000,9.75,10,44119
81000,10,4,39803
25200,7.75,8,35065
33300,8.75,3,34514
30600,5.25,4,22675
30600,8.5,7,36785
18900,9,8,39880
20700,8,1,30126
20700,5.25,2,21177
21600,9,9,40084
31500,10,3,38949
26100,6,1,22925
33300,6.75,9,32495
19800,9.25,2,35374
20700,8,2,31020
33300,8.75,2,33695
24300,8,2,30854
19800,9.5,4,37852
19800,6,3,24728
28800,9.75,5,39669
28800,6,2,23585
35100,6.75,1,25552
23400,8.5,10,39016
22500,5,8,25189
22500,6.75,1,25685
32400,6,3,24387
33300,5.5,1,21171
26100,9.25,3,36365
31500,9.25,7,39240
30600,6,1,22873
7200,10,1,37273
18900,6.5,1,24735
24300,8.5,8,38287
64800,6.5,10,32333
18900,10,1,37308
79200,9.75,7,41556
18900,7,4,29011
58500,6.75,1,25515
32400,6.75,3,27467
18000,8,1,30064
61200,7,3,27984
24300,9,3,35198
33300,6.25,1,23853
34200,7.25,9,33872
30600,6.25,4,26052
78300,9.25,5,37795
26100,8.75,8,38891
9000,6.75,3,27099
81900,5.75,2,22878
55800,10,4,39655
21600,9.5,4,37787
27900,5.25,1,20220
34200,8.75,2,33522
34200,6.75,2,26536
30600,6.25,1,23805
33300,7.25,1,27492
26100,6.25,3,25407
30600,5.75,3,23656
25200,9.5,3,37118
34200,8.5,1,31881
27000,8.5,4,34147
31500,7,6,30929
35100,7,1,26567
79200,8.5,3,33484
32400,5.5,3,22836
25200,5,1,19349
24300,9,1,33692
35100,9.25,8,39960
33300,5,2,20149
20700,9.5,3,37281
26100,5.75,10,29902
29700,6.25,1,23822
16200,9.25,10,41697
26100,9.75,8,42475
35100,5.5,1,21111
26100,10,5,40332
27900,8.75,4,35521
32400,5,1,19299
28800,6.75,1,25604
34200,5,3,21126
36000,8,1,30082
19800,9,1,33744
26100,6.25,3,25426
23400,8.25,6,35114
29700,6.25,3,25514
1800,8.5,8,37867
31500,9,1,33744
25200,7.5,5,31554
22500,10,8,42940
30600,5,2,20030
32400,8.75,1,32882
54900,8.75,3,34497
20700,7,10,33977
23400,9.5,1,35505
27900,9.25,6,38693
20700,5.5,4,23418
23400,6.75,4,28282
20700,5,2,20103
31500,10,3,38760
28800,7.75,10,36452
32400,5.75,1,21980
18000,8,1,30099
9900,6.5,1,24680
29700,9.5,3,37151
27000,8.25,5,34240
23400,5.75,4,24289
35100,8.75,10,40810
37800,7.75,6,33663
23400,5.75,3,23580
21600,6.5,1,24671
30600,10,3,38889
34200,8.5,1,31822
26100,5,1,19284
26100,9.75,7,41637
41400,6.75,1,25567
21600,5.25,3,22026
32400,9,9,40012
32400,9,2,34670
35100,9.25,4,36847
27000,7.75,1,29188
33300,6.75,2,26411
48600,5.5,4,23783
19800,6.75,1,25607
74700,8,1,30125
30600,7.5,1,28290
24300,10,4,39887
31500,5.25,2,21127
41400,7.5,2,29252
27900,9.5,1,35535
18000,8.5,10,39787
28800,9.25,8,40993
20700,7.5,1,28335
23400,6.25,1,23764
27900,7.25,2,28285
24300,7.5,3,29837
30600,9.75,1,36408
22500,7.5,2,29265
32400,5,1,19304
27000,10,1,37299
23400,5.75,1,21980
30600,6.75,4,28303
32400,9.75,5,39806
47700,5.25,3,21673
22500,5,10,27042
21600,6.5,10,32069
19800,8.75,1,32757
20700,6.75,2,26511
32400,8.25,5,34364
30600,6.75,1,25621
37800,8.25,4,33765
28800,6,6,26767
29700,5.5,7,25966
18900,9.5,8,41494
31500,6.25,3,25257
27900,6.25,1,23742
23400,5.5,1,21085
32400,7.25,6,31719
31500,8.75,3,34430
32400,5.25,7,24967
24300,9.5,2,36276
32400,5,5,22447
31500,10,1,37253
32400,9.25,3,36447
28800,8.25,9,37797
23400,9,1,33728
28800,7,3,28049
7200,8.5,1,31831
25200,5.25,9,26730
27000,5,2,20150
21600,6.5,6,29003
20700,9.25,1,34564
32400,9.25,8,40113
18000,8,1,30084
34200,9.5,3,37340
34200,5.75,1,21990
28800,6,1,22859
72000,9.25,1,34547
29700,5.75,3,23512
40500,6.75,1,25635
28800,9.5,1,35556
23400,8.25,8,36497
19800,7.75,3,31000
22500,7.25,7,32396
35100,7.5,8,34374
12600,5.5,2,21895
23400,7,3,28179
25200,8,3,31694
19800,9,8,40086
18000,9,9,39922
22500,10,4,39714
25200,7.25,9,33708
24300,8.5,10,39285
28800,7.25,3,29176
35100,5.75,10,29729
29700,9,4,36297
41400,9,1,33758
19800,7.5,1,28355
21600,8.25,3,32896
50400,7,3,28099
19800,8.5,3,33646
24300,7,2,27257
18000,7.5,3,29980
30600,9,4,35979
20700,5.25,1,20181
24300,7.25,1,27407
24300,9,1,33695
26100,5.5,1,21121
21600,6.5,3,26566
23400,5.25,9,27334
29700,10,1,37342
20700,8,3,31967
25200,5.5,1,21142
22500,7.25,4,29653
23400,9,4,36135
20700,5.25,3,22091
30600,5,7,24568
21600,8.25,3,32754
31500,9.25,4,36902
22500,5,2,20059
30600,5.25,1,20143
31500,8.5,2,32665
23400,6.25,3,25495
18000,6,3,24737
28800,9.25,1,34571
9900,9,1,33625
27000,5,1,19268
1800,8.75,3,34410
33300,9.75,1,36365
20700,9,6,37918
34200,6.75,1,25594
33300,5.75,7,27174
24300,8.75,3,34617
18900,9.75,4,38910
27900,6.75,3,27353
79200,8.5,3,33422
27000,5,2,20055
27900,5.25,3,21682
7200,9.25,1,34627
24300,8.75,1,32795
26100,5.5,10,28548
30600,5.5,1,21125
23400,6.25,10,30904
28800,6.75,1,25647
27000,5,3,20951
19800,6,1,22945
15300,9.25,1,34622
22500,5.5,1,21052
30600,7.25,1,27491
24300,9,6,37857
26100,8.75,3,34665
34200,9.5,3,37351
18900,5.75,3,23745
21600,6,3,24621
30600,8.75,1,32794
32400,9,10,40775
29700,8.75,2,33695
25200,7.5,9,34929
21600,5.25,3,21800
24300,8.25,1,30952
18900,9.25,1,34586
19800,7,1,26545
30600,8.5,3,33403
27900,6.75,5,29256
20700,6.75,1,25607
27900,9.75,9,42556
34200,5,2,20166
33300,7,1,26527
63000,8.75,5,36069
0,7.75,1,29201
24300,5,3,20908
25200,5,2,20145
27000,5,3,20846
33300,9.25,1,34631
30600,8.75,1,32774
27000,7.75,1,29280
21600,9.75,1,36416
27000,6.25,10,31628
40500,7.75,2,30074
22500,9.25,6,38745
57600,6.5,1,24652
27900,6,1,22886
18900,6.5,1,24712
22500,6,1,22880
25200,6.75,1,25629
19800,6.25,2,24756
28800,5.5,8,27477
24300,7,1,26531
4500,5.5,10,29080
18000,8.25,1,30957
19800,8.5,4,34139
24300,10,8,43196
18000,8,9,37189
18900,8.75,1,32853
27000,5.5,2,21881
32400,5,1,19255
27000,7.5,1,28334
35100,5.5,1,21064
27000,6.75,1,25664
27900,6,1,22963
19800,9.75,1,36391
31500,6.75,1,25540
27000,7.5,10,36094
28800,5.5,8,27058
19800,5.75,5,25645
23400,9,2,34395
18900,5.75,1,21986
81900,6,4,25416
19800,8.5,1,31937
26100,5.75,2,22753
25200,5.5,7,25617
27900,6.75,1,25515
18000,8,7,34713
34200,6.75,1,25592
8100,9.25,2,35436
27900,9.5,1,35444
31500,9.75,6,40285
20700,6,1,22827
25200,7.25,3,28862
31500,9,1,33704
30600,5.75,2,22925
22500,6,3,24601
33300,8.5,9,38363
33300,9,3,35539
19800,8.25,3,32668
24300,9.75,2,37261
20700,7.75,3,30978
20700,8,3,31684
25200,7,1,26514
30600,9.5,1,35540
19800,5,1,19299
26100,9.25,1,34602
69300,8.25,8,36925
21600,9.25,7,39743
22500,9.75,3,38114
10800,5.25,1,20183
19800,7,3,28151
34200,7.75,4,31628
26100,8.25,1,31044
34200,7.5,9,34992
34200,5.25,4,22662
18900,6,8,29178
20700,10,2,38064
32400,7,1,26460
66600,5,1,19372
31500,9.25,3,36107
84600,6.25,4,26018
26100,9,1,33704
22500,6.5,1,24700
26100,7.25,1,27437
22500,7.75,3,31074
30600,9.25,1,34658
33300,5.75,6,25783
31500,8,1,30086
26100,6.5,9,30945
24300,5.25,4,22600
19800,5.25,9,26848
35100,10,2,38065
33300,6.25,2,24642
27900,5.25,10,27949
29700,8.25,1,30978
27000,9.5,2,36206
27900,6,1,22908
72900,5.25,10,27757
30600,7.75,1,29220
22500,7.75,2,30001
26100,7.25,3,29149
21600,5.5,5,24571
27900,6.5,1,24705
63000,8.75,3,34596
22500,7.5,5,31987
26100,5.25,2,20947
27000,6.25,3,25495
35100,5.75,4,24607
31500,7.5,4,30847
75600,5.75,1,21916
62100,7,2,27194
29700,7.25,4,30196
33300,6,1,22925
21600,7.75,2,29988
26100,8,4,32426
21600,5.75,1,22053
31500,8.75,3,34656
28800,8.25,4,33518
24300,5.25,8,26015
25200,5,2,20296
26100,6.25,10,31420
25200,8.5,7,36658
73800,8.5,1,31901
23400,5.75,3,23614
21600,6.5,3,26567
24300,5.5,4,23580
45000,9.75,3,38081
27900,5.25,3,21798
23400,9.75,1,36436
27000,9.75,3,38243
33300,10,1,37315
33300,10,9,44518
30600,5.5,2,22007
24300,9.75,3,38209
27900,9,1,33778
21600,9.75,8,42064
21600,6.5,1,24778
25200,5.5,9,27728
21600,7.25,3,29296
35100,8.25,1,31022
24300,8.5,1,31933
3600,5.75,2,22765
76500,7.5,1,28349
32400,7,7,31359
22500,5,3,20963
18000,10,3,38977
34200,6.5,3,26459
29700,7.5,5,31497
29700,6.75,3,27373
20700,8.25,3,32607
18900,9,8,39797
33300,6.25,1,23871
4500,9.75,3,38091
30600,9.25,1,34580
76500,6,8,28315
33300,5.25,3,22037
31500,9.5,8,41513
35100,8,5,33202
30600,9.5,2,36368
18000,8.75,4,35340
29700,8.5,9,38765
30600,8,1,30030
22500,6.75,1,25646
21600,7.25,9,34049
19800,5.25,2,21038
83700,9.75,1,36437
22500,5,5,22494
19800,6.5,1,24774
18000,7.5,2,29259
33300,9.25,7,39715
29700,5.25,4,22555
63900,9.75,3,38206
24300,7.25,2,28156
51300,6,2,23634
25200,5.5,7,25779
22500,9,10,40786
68400,10,7,42140
33300,8,4,32313
27900,7.25,1,27439
27000,5,1,19387
21600,6.25,10,31883
27900,7,1,26448
21600,10,5,40858
18000,7,1,26536
23400,5.5,4,23352
27900,5.75,3,23555
29700,9,1,33673
35100,8.75,3,34583
27000,7.75,2,29946
27900,6,1,22955
22500,5.75,9,28773
21600,6.5,2,25495
22500,6.75,1,25672
32400,6.75,6,29809
21600,8.25,10,38827
29700,9,4,36125
29700,6,3,24554
21600,8.25,2,31765
35100,5.5,1,21070
27000,9.5,2,36425
25200,8,6,34394
22500,8.5,1,31874
30600,5.5,1,21033
22500,7.5,9,35585
33300,8.5,2,32822
19800,10,8,42878
6300,5.25,2,21199
28800,10,1,37281
21600,5.5,3,22575
22500,6.25,7,29162
44100,8.5,8,37347
27900,6.25,2,24499
34200,5.75,10,28812
22500,6.75,3,27256
60300,5.5,1,21153
35100,7.25,1,27367
25200,5.75,1,22020
27000,5.75,9,28535
27900,5,1,19308
18000,6.25,4,26254
18900,5,2,20150
34200,6.25,1,23809
29700,8.5,1,31845
34200,6,7,27603
21600,9.25,5,37948
33300,9.75,3,38039
83700,6,1,22896
13500,5.75,1,22009
27000,8.25,3,32687
23400,8.5,1,31857
27900,5,3,20788
20700,8,7,34877
81000,8.5,1,31909
18000,8,6,34150
31500,8.5,1,31902
21600,8.25,6,35539
34200,8.5,1,31967
24300,8.5,3,33483
18000,10,3,38950
28800,8.5,1,31941
16200,8,1,30079
21600,7.25,1,27455
30600,8.5,2,32675
54000,7.25,1,27377
18900,8.75,2,33594
31500,7.25,3,29230
6300,7.5,8,33815
30600,8,2,31055
27000,6.5,1,24696
20700,9.25,1,34552
19800,6.75,3,27161
33300,9.75,2,37154
27900,10,2,38127
22500,6,1,22963
23400,5.75,5,25178
35100,5.25,2,21074
35100,7.5,2,29104
41400,8,3,31873
19800,9,6,37828
22500,9.25,9,41774
30600,5.5,1,21127
65700,8,3,31822
30600,6,9,30107
35100,6.5,1,24667
29700,6,1,22928
33300,8.5,4,34116
18900,5,2,20243
29700,7.75,2,30196
18900,9,3,35530
27900,8.75,3,34629
20700,7.25,2,28124
24300,6.75,3,27226
29700,9.25,5,37741
32400,7.75,4,31515
18000,6,8,28714
34200,9.75,1,36325
72900,5.5,2,21972
34200,9.5,1,35452
18900,8.25,9,38129
25200,6.75,6,30036
35100,9,2,34382
23400,6.75,3,27226
25200,5.5,3,22614
32400,5.75,3,23476
20700,7,1,26494
21600,10,2,38272
20700,9.75,1,36437
18900,5.5,4,23568
25200,6.5,1,24722
63000,6.75,1,25585
24300,9.25,2,35308
19800,5,2,20239
81900,6,4,25536
33300,10,2,38113
10800,5,4,21973
29700,5,4,21913
48600,5,1,19290
27900,9.75,9,43691
3600,7.25,7,32635
32400,6.5,2,25486
19800,9,6,37650
26100,5.75,1,22060
35100,9.25,4,37013
28800,8.25,1,30976
28800,8.5,4,34479
21600,7.5,2,29180
25200,7.5,1,28356
24300,7.5,1,28292
31500,7.75,10,36299
33300,7.75,10,36219
18000,5.5,1,21115
34200,9.75,2,37131
31500,8.5,3,33471
27900,9.25,4,37397
35100,8.25,6,35064
20700,9,8,39913
72900,8,5,33670
3600,9.5,1,35450
31500,5.75,1,22063
27900,9.5,5,38519
25200,8.75,5,36082
18900,7.75,6,33625
26100,5.25,1,20184
27900,7.5,1,28287
18000,9.25,2,35536
32400,7.25,1,27346
30600,9.75,3,38190
26100,6.25,6,28337
32400,5,3,20840
20700,8,1,30110
30600,9,7,38219
10800,6.75,1,25593
27900,6.25,1,23843
21600,6.5,3,26318
32400,8.5,7,36569
32400,9.5,9,42284
23400,9.25,2,35407
28800,7.75,6,33449
22500,6,1,22923
33300,9,2,34607
26100,7,10,34520
54000,8.5,2,32667
27900,5,9,26352
18900,6.75,1,25670
23400,5.25,1,20159
22500,5,6,23142
18000,6.5,1,24758
31500,6.5,5,28302
27000,10,2,38034
33300,6.75,10,33151
29700,8.5,1,31895
74700,6.5,1,24713
28800,8.5,1,31954
65700,5.5,1,21115
21600,9,3,35342
33300,5,3,20840
28800,9.75,3,38211
30600,5,1,19323
25200,8.75,8,38162
27900,6.5,4,26958
22500,5.5,1,21082
24300,5.75,1,22052
20700,9.25,1,34561
21600,7,1,26559
900,6.25,9,30345
18900,5.25,8,26451
31500,7.25,1,27376
31500,6.5,3,26378
78300,8,1,30169
31500,8.75,4,35520
18900,8.25,9,38200
21600,6.25,2,24596
27000,8.75,4,35564
32400,7,1,26484
30600,7.75,1,29181
22500,8.5,10,38702
33300,7.75,1,29248
30600,6.75,1,25567
33300,6.75,1,25619
34200,5.75,2,22899
18000,9,1,33634
28800,8,1,30108
25200,8.75,3,34284
27900,5.75,3,23900
27900,7.75,1,29241
25200,9,1,33648
23400,5.25,1,20234
22500,5,6,23429
23400,5,2,20169
29700,5.5,2,22043
18000,8.5,1,31962
35100,6.25,1,23830
33300,7.75,1,29159
23400,5.75,2,22872
35100,6.25,8,29150
22500,8.5,7,37247
20700,10,3,39150
74700,7.75,3,30876
23400,9.25,1,34578
33300,6.75,4,28275
31500,9.75,1,36363
18000,5,4,21668
21600,6.5,3,26245
32400,7,3,27980
12600,9.25,8,40840
35100,9,9,40144
35100,9.25,4,37256
22500,5.75,1,21958
21600,8,2,31038
2700,5,1,19283
22500,6.25,2,24620
21600,10,4,40019
30600,7,2,27345
26100,6.75,4,27940
18000,7.5,4,30699
21600,7.25,7,32539
20700,5,3,20802
30600,9,10,41517
30600,6.75,1,25585
28800,8,3,31891
67500,9.25,3,36499
20700,5,4,21992
30600,5,4,21713
23400,8,3,31577
26100,8.25,3,32620
71100,8.5,3,33526
61200,5.5,1,21064
18900,7.25,8,33392
32400,6.25,7,28943
23400,9.25,1,34560
22500,5.75,1,22042
33300,6.5,2,25686
57600,7.75,1,29173
18900,8.25,8,36314
27000,5.25,3,21776
30600,8.5,5,34910
18900,5.5,1,21091
19800,9.75,1,36364
32400,7.75,1,29186
22500,6,3,24702
68400,5.25,1,20116
22500,9.75,3,38252
20700,5.75,3,23457
45000,5,9,25905
18000,7.5,2,29233
18900,6.5,4,27300
29700,7,5,30176
48600,5,3,21145
75600,8.75,7,37715
3600,9,3,35292
72000,9.25,4,37040
18000,9.5,5,38516
24300,6.25,1,23802
25200,9.75,5,39664
21600,9.25,3,36283
19800,9.75,2,37188
18900,5,1,19273
27900,6.75,8,31899
26100,9.25,2,35338
35100,7.75,3,30813
31500,9.5,10,43685
27000,8.75,2,33719
32400,6.5,4,27168
30600,5,2,20183
24300,6,1,22952
30600,8.75,1,32763
28800,7,3,28059
20700,8.5,2,32798
35100,6.75,3,27128
34200,7.75,1,29267
18900,8.25,4,33493
52200,9.25,10,41581
32400,6.25,3,25253
22500,8,4,32739
24300,8.5,1,31845
27900,5.75,1,22009
18900,9.25,2,35446
23400,8,5,33721
23400,8.25,4,33332
32400,9.5,6,39898
19800,10,2,38016
27000,6.5,2,25666
25200,6.25,1,23879
25200,8,2,30882
32400,7.75,3,30729
26100,10,1,37291
33300,8.5,4,34667
61200,7.25,1,27452
43200,6.5,4,27197
29700,6.25,2,24764
23400,9.5,2,36226
33300,7.5,3,30189
34200,9.5,10,43058
32400,6.5,10,32789
18000,9.5,1,35486
33300,6.75,1,25588
34200,6.75,3,27468
25200,6,8,29279
8100,6.25,10,30727
27000,5,8,25388
33300,5,3,20755
24300,6,1,22830
22500,6,3,24481
19800,6,7,27613
33300,8.75,2,33665
34200,6,7,27534
19800,6.75,1,25551
22500,10,10,44583
33300,6.5,1,24746
29700,9.75,2,37279
29700,6.75,1,25516
32400,10,5,40954
18900,7,3,28059
32400,9.25,1,34690
19800,5.25,3,21938
22500,6.75,4,28256
35100,8.25,1,31007
31500,6,4,25190
19800,7,4,28943
34200,6.5,3,26501
27900,6.25,1,23781
27000,8,8,36043
25200,5,1,19306
25200,6.75,1,25601
18900,9,4,36014
49500,7.75,3,30959
20700,6,3,24372
18000,5,10,26121
23400,6.75,6,29834
36000,6,3,24497
34200,9.75,1,36389
34200,7.75,7,34630
18900,9.5,4,38064
27000,5.75,3,23459
32400,6.75,1,25560
28800,9.5,1,35533
21600,8.25,3,32836
18900,7,3,28114
33300,7,3,28040
31500,8,2,30908
2700,9.5,6,39594
21600,9.75,1,36402
24300,9.75,7,41373
33300,9,1,33669
23400,5,6,23185
65700,10,1,37360
27000,5.75,7,26520
30600,5.5,10,29286
30600,8,1,30169
26100,5.5,1,21033
32400,6,1,22984
25200,5.75,4,24645
21600,7.5,3,29901
33300,6.5,2,25582
38700,9.25,3,36102
28800,10,8,42881
18900,8,9,36153
18900,8.25,4,33391
21600,8.75,1,32884
34200,5.5,4,23386
31500,8.75,8,39040
31500,7.5,1,28370
32400,9.75,3,37909
35100,5,1,19237
33300,8.75,3,34413
35100,9.75,3,38163
27000,8.75,2,33738
18000,7.75,9,36064
65700,7.75,1,29155
28800,7,4,28858
35100,9.5,1,35531
61200,5.5,7,26122
20700,7.5,1,28334
22500,6.75,4,28167
18000,9.75,4,38958
23400,9.75,3,37920
8100,8.5,5,35216
26100,7.5,1,28266
35100,9.75,1,36362
74700,8.25,1,31012
18000,6.75,1,25644
28800,9.25,1,34671
34200,8.25,1,31003
46800,5.25,1,20267
24300,5.75,6,26234
28800,5.25,10,28270
18000,10,1,37277
22500,8.5,7,36631
26100,7.75,2,30076
34200,8,5,33226
21600,9.25,3,36330
29700,7.75,1,29254
29700,5.75,2,22758
35100,9,9,40757
20700,7.25,2,28297
27900,8,1,30172
33300,10,1,37340
31500,8.5,6,35751
19800,8.5,3,33653
27900,6.5,3,26397
26100,5.5,1,21054
22500,8.75,2,33688
84600,7.5,9,34661
80100,7,1,26547
29700,9.5,3,37091
22500,6.5,2,25532
54900,9,2,34621
34200,8.5,1,31964
36900,7,1,26530
24300,6,2,23632
27900,5,3,20898
30600,5,6,23330
35100,8,4,32328
19800,7,9,32987
32400,5.5,1,21101
22500,6.75,9,32805
27900,7.75,10,36585
35100,7,6,30425
33300,9,1,33756
26100,7.5,1,28271
28800,9.25,1,34622
25200,9.5,9,42197
21600,9,3,35307
18000,6.75,7,30325
27900,6.25,3,25384
35100,7.75,1,29160
14400,10,2,38059
31500,9.5,10,42975
25200,6.25,2,24585
18900,7.25,1,27364
31500,9.25,1,34609
24300,9.5,5,38643
24300,6.5,3,26274
24300,6,3,24719
35100,5.75,2,22961
20700,9.25,1,34626
35100,9.25,1,34579
21600,9.75,8,42361
20700,8.5,7,36690
20700,5.25,4,22767
21600,6,1,22936
19800,5.5,1,21095
0,5.75,6,26086
27900,9.75,3,38185
29700,7.75,1,29266
79200,8.5,3,33629
25200,6,1,22961
59400,10,1,37278
